continent,year,problem_num,mean_score
South America,1982,p1,2.166666666666667
South America,1982,p2,0.6666666666666666
South America,1982,p3,0.9166666666666667
South America,1982,p4,1.75
South America,1982,p5,4.333333333333334
South America,1982,p6,0.41666666666666663
South America,1983,p1,NA
South America,1983,p2,NA
South America,1983,p3,NA
South America,1983,p4,NA
South America,1983,p5,NA
South America,1983,p6,NA
South America,1984,p1,5.166666666666667
South America,1984,p2,2.25
South America,1984,p3,0.9166666666666665
South America,1984,p4,4.25
South America,1984,p5,1.1666666666666665
South America,1984,p6,0.5833333333333333
South America,1985,p1,4.666666666666667
South America,1985,p2,2.583333333333333
South America,1985,p3,0.33333333333333337
South America,1985,p4,2.3333333333333335
South America,1985,p5,0.5
South America,1985,p6,1
South America,1986,p1,3.916666666666667
South America,1986,p2,1.0833333333333335
South America,1986,p3,0.25
South America,1986,p4,2.833333333333333
South America,1986,p5,1.75
South America,1986,p6,0.75
South America,1987,p1,1
South America,1987,p2,5.2727272727272725
South America,1987,p3,0.6818181818181819
South America,1987,p4,1.318181818181818
South America,1987,p5,2.4090909090909087
South America,1987,p6,0.7727272727272728
South America,1988,p1,2.6818181818181817
South America,1988,p2,1.5
South America,1988,p3,0.7272727272727272
South America,1988,p4,0.7272727272727273
South America,1988,p5,2.5909090909090913
South America,1988,p6,0.13636363636363638
South America,1989,p1,2.045454545454546
South America,1989,p2,3
South America,1989,p3,0.3636363636363636
South America,1989,p4,3.045454545454545
South America,1989,p5,1.6363636363636362
South America,1989,p6,0.8181818181818181
South America,1990,p1,1.8888888888888886
South America,1990,p2,2.6111111111111116
South America,1990,p3,1.7222222222222223
South America,1990,p4,3
South America,1990,p5,4.111111111111111
South America,1990,p6,0.9444444444444443
South America,1991,p1,3.2777777777777772
South America,1991,p2,3.611111111111111
South America,1991,p3,2.111111111111111
South America,1991,p4,3.166666666666667
South America,1991,p5,1.5555555555555558
South America,1991,p6,0.8888888888888888
South America,1992,p1,2.1111111111111116
South America,1992,p2,2.6111111111111116
South America,1992,p3,0.9444444444444443
South America,1992,p4,2.833333333333333
South America,1992,p5,0.5
South America,1992,p6,0.4444444444444443
South America,1993,p1,1.2777777777777777
South America,1993,p2,1.6111111111111114
South America,1993,p3,0.5
South America,1993,p4,2.1111111111111116
South America,1993,p5,3.2777777777777772
South America,1993,p6,1.5
South America,1994,p1,2.9473684210526314
South America,1994,p2,6.2105263157894735
South America,1994,p3,4.210526315789474
South America,1994,p4,3.3684210526315788
South America,1994,p5,3.842105263157895
South America,1994,p6,2.68421052631579
South America,1995,p1,5
South America,1995,p2,0.7000000000000001
South America,1995,p3,2.7000000000000006
South America,1995,p4,4.05
South America,1995,p5,3.75
South America,1995,p6,0.25
South America,1996,p1,3.0526315789473686
South America,1996,p2,2.105263157894737
South America,1996,p3,1.5263157894736843
South America,1996,p4,1.473684210526316
South America,1996,p5,0.05263157894736844
South America,1996,p6,0.9473684210526314
South America,1997,p1,1.1041666666666665
South America,1997,p2,3.4375
South America,1997,p3,0.2916666666666668
South America,1997,p4,2.75
South America,1997,p5,1.875
South America,1997,p6,0.1041666666666667
South America,1998,p1,2.4705882352941186
South America,1998,p2,1.4117647058823533
South America,1998,p3,1.5
South America,1998,p4,2.0882352941176467
South America,1998,p5,2.11764705882353
South America,1998,p6,0.17647058823529418
South America,1999,p1,3.7307692307692313
South America,1999,p2,0.38461538461538464
South America,1999,p3,1.4615384615384612
South America,1999,p4,1.8846153846153844
South America,1999,p5,0.9615384615384615
South America,1999,p6,0.653846153846154
South America,2000,p1,3.666666666666667
South America,2000,p2,1.3939393939393936
South America,2000,p3,0.3333333333333335
South America,2000,p4,2.696969696969697
South America,2000,p5,0.3636363636363636
South America,2000,p6,0.39393939393939387
South America,2001,p1,3.4761904761904776
South America,2001,p2,0.7619047619047613
South America,2001,p3,0.38095238095238065
South America,2001,p4,2.7857142857142865
South America,2001,p5,2.404761904761904
South America,2001,p6,0.11904761904761911
South America,2002,p1,2.2972972972972965
South America,2002,p2,4.189189189189188
South America,2002,p3,0.1891891891891892
South America,2002,p4,3.5135135135135145
South America,2002,p5,1.2702702702702702
South America,2002,p6,0.21621621621621628
South America,2003,p1,2.6486486486486487
South America,2003,p2,1.2972972972972967
South America,2003,p3,0.1891891891891892
South America,2003,p4,4
South America,2003,p5,0.48648648648648635
South America,2003,p6,0.48648648648648657
South America,2004,p1,4.578947368421052
South America,2004,p2,1.7368421052631584
South America,2004,p3,0.5789473684210525
South America,2004,p4,2.5526315789473677
South America,2004,p5,2.2631578947368416
South America,2004,p6,1.0263157894736838
South America,2005,p1,2.5111111111111097
South America,2005,p2,2
South America,2005,p3,0.39999999999999974
South America,2005,p4,3.0444444444444443
South America,2005,p5,0.9777777777777776
South America,2005,p6,0.7777777777777773
South America,2006,p1,5.7142857142857135
South America,2006,p2,1.1428571428571432
South America,2006,p3,0.07142857142857141
South America,2006,p4,4.452380952380954
South America,2006,p5,0.2857142857142858
South America,2006,p6,0
South America,2007,p1,2.55813953488372
South America,2007,p2,1.4883720930232565
South America,2007,p3,0.13953488372093029
South America,2007,p4,4.953488372093025
South America,2007,p5,1.3023255813953494
South America,2007,p6,0.046511627906976744
South America,2008,p1,4.2857142857142865
South America,2008,p2,2
South America,2008,p3,0.26530612244897955
South America,2008,p4,3.612244897959182
South America,2008,p5,1.9183673469387765
South America,2008,p6,0.1020408163265307
South America,2009,p1,3.9183673469387768
South America,2009,p2,3.1224489795918364
South America,2009,p3,0.8163265306122456
South America,2009,p4,2.4489795918367356
South America,2009,p5,2.0408163265306136
South America,2009,p6,0.08163265306122443
South America,2010,p1,4.578947368421052
South America,2010,p2,2.394736842105264
South America,2010,p3,0.07894736842105261
South America,2010,p4,4.81578947368421
South America,2010,p5,0.34210526315789475
South America,2010,p6,0
South America,2011,p1,4.8431372549019605
South America,2011,p2,0.39215686274509776
South America,2011,p3,0.39215686274509776
South America,2011,p4,3.1568627450980395
South America,2011,p5,2.254901960784313
South America,2011,p6,0.11764705882352938
South America,2012,p1,5.087719298245613
South America,2012,p2,1.456140350877194
South America,2012,p3,0.10526315789473682
South America,2012,p4,2.719298245614036
South America,2012,p5,0.8771929824561402
South America,2012,p6,0.07017543859649122
South America,2013,p1,2.9411764705882373
South America,2013,p2,1.3725490196078438
South America,2013,p3,0.39215686274509776
South America,2013,p4,3.96078431372549
South America,2013,p5,1.4705882352941189
South America,2013,p6,0.019607843137254888
South America,2014,p1,4.185185185185186
South America,2014,p2,1.4629629629629637
South America,2014,p3,0.16666666666666652
South America,2014,p4,4.166666666666667
South America,2014,p5,0.6851851851851852
South America,2014,p6,0.05555555555555559
South America,2015,p1,3.4313725490196085
South America,2015,p2,0.7450980392156857
South America,2015,p3,0.31372549019607837
South America,2015,p4,4.117647058823529
South America,2015,p5,1.0196078431372548
South America,2015,p6,0.07843137254901957
South America,2016,p1,5.16279069767442
South America,2016,p2,1.7674418604651165
South America,2016,p3,0.02325581395348838
South America,2016,p4,4.488372093023255
South America,2016,p5,1.1860465116279069
South America,2016,p6,0.3255813953488372
South America,2017,p1,6.067796610169491
South America,2017,p2,1.3898305084745766
South America,2017,p3,0
South America,2017,p4,4.423728813559322
South America,2017,p5,0.3898305084745764
South America,2017,p6,0.033898305084745756
South America,2018,p1,3.8627450980392175
South America,2018,p2,1.7647058823529405
South America,2018,p3,0.019607843137254888
South America,2018,p4,3.3137254901960795
South America,2018,p5,1.4901960784313715
South America,2018,p6,0.3725490196078428
South America,2019,p1,4.153846153846154
South America,2019,p2,1.73076923076923
South America,2019,p3,0.03846153846153846
South America,2019,p4,2.5
South America,2019,p5,2.25
South America,2019,p6,0
South America,2020,p1,5.344827586206897
South America,2020,p2,1.8448275862068964
South America,2020,p3,0.5689655172413796
South America,2020,p4,2.913793103448276
South America,2020,p5,2.0344827586206904
South America,2020,p6,0.12068965517241385
South America,2021,p1,3.9464285714285725
South America,2021,p2,0.0714285714285714
South America,2021,p3,0.16071428571428578
South America,2021,p4,2.9642857142857144
South America,2021,p5,1.0178571428571421
South America,2021,p6,0.05357142857142855
South America,2022,p1,4.612244897959183
South America,2022,p2,2.673469387755101
South America,2022,p3,0.5306122448979591
South America,2022,p4,4.816326530612246
South America,2022,p5,2.551020408163264
South America,2022,p6,0.38775510204081615
South America,2023,p1,5.367346938775509
South America,2023,p2,2.448979591836736
South America,2023,p3,0.4285714285714284
South America,2023,p4,3.5306122448979593
South America,2023,p5,1.4897959183673475
South America,2023,p6,0.1428571428571429
South America,2024,p1,4.83673469387755
South America,2024,p2,1.83673469387755
South America,2024,p3,0.06122448979591838
South America,2024,p4,3.612244897959182
South America,2024,p5,1.7551020408163271
South America,2024,p6,0.2244897959183675
