continent,year,problem_num,mean_score
Australia,2009,p4,2.5
Australia,2009,p5,2.666666666666667
Australia,2009,p6,0.4166666666666667
Australia,2010,p1,6.833333333333333
Australia,2010,p2,3.9166666666666665
Australia,2010,p3,0.16666666666666666
Australia,2010,p4,7
Australia,2010,p5,1.3333333333333335
Australia,2010,p6,0.25
Australia,2011,p1,6.416666666666667
Australia,2011,p2,1.25
Australia,2011,p3,0.08333333333333334
Australia,2011,p4,6.5
Australia,2011,p5,4.833333333333334
Australia,2011,p6,0.08333333333333334
Australia,2012,p1,7
Australia,2012,p2,2.083333333333333
Australia,2012,p3,0.08333333333333333
Australia,2012,p4,5
Australia,2012,p5,0.75
Australia,2012,p6,0.16666666666666669
Australia,2013,p1,6
Australia,2013,p2,2.833333333333333
Australia,2013,p3,0.25
Australia,2013,p4,6.416666666666667
Australia,2013,p5,2.666666666666667
Australia,2013,p6,0.5833333333333335
Australia,2014,p1,6.583333333333333
Australia,2014,p2,3.25
Australia,2014,p3,0.5833333333333335
Australia,2014,p4,5.666666666666666
Australia,2014,p5,2.666666666666667
Australia,2014,p6,0.5833333333333335
Australia,2015,p1,6
Australia,2015,p2,2.25
Australia,2015,p3,0.9166666666666665
Australia,2015,p4,6.25
Australia,2015,p5,2.333333333333333
Australia,2015,p6,0.5833333333333335
Australia,2016,p1,6.333333333333333
Australia,2016,p2,2.333333333333333
Australia,2016,p3,0.16666666666666663
Australia,2016,p4,6.083333333333333
Australia,2016,p5,1.75
Australia,2016,p6,0.4166666666666667
Australia,2017,p1,7
Australia,2017,p2,1.5
Australia,2017,p3,0.6666666666666666
Australia,2017,p4,6.083333333333333
Australia,2017,p5,1.0833333333333335
Australia,2017,p6,0.08333333333333333
Australia,2018,p1,6.416666666666667
Australia,2018,p2,4.416666666666667
Australia,2018,p3,1.0833333333333335
Australia,2018,p4,6.333333333333333
Australia,2018,p5,3.75
Australia,2018,p6,0.5833333333333333
Australia,2019,p1,5.833333333333333
Australia,2019,p2,2.333333333333333
Australia,2019,p3,1.0833333333333335
Australia,2019,p4,6.083333333333333
Australia,2019,p5,4.833333333333333
Australia,2019,p6,0.08333333333333331
Australia,2020,p1,5.916666666666666
Australia,2020,p2,3.666666666666667
Australia,2020,p3,2
Australia,2020,p4,6.416666666666667
Australia,2020,p5,4
Australia,2020,p6,0.5
Australia,2021,p1,4.833333333333334
Australia,2021,p2,0.25
Australia,2021,p3,0.16666666666666666
Australia,2021,p4,3.25
Australia,2021,p5,4.083333333333334
Australia,2021,p6,0.8333333333333335
Australia,2022,p1,6.5
Australia,2022,p2,4.75
Australia,2022,p3,0.33333333333333337
Australia,2022,p4,6.416666666666667
Australia,2022,p5,4.083333333333334
Australia,2022,p6,0.41666666666666674
Australia,2023,p1,7
Australia,2023,p2,3.916666666666667
Australia,2023,p3,1.0833333333333335
Australia,2023,p4,5.583333333333334
Australia,2023,p5,2.333333333333333
Australia,2023,p6,0.3333333333333333
Australia,2024,p1,6.583333333333333
Australia,2024,p2,2.916666666666667
Australia,2024,p3,0.25
Australia,2024,p4,7
Australia,2024,p5,2.583333333333333
Australia,2024,p6,0.08333333333333331
Europe,1959,p1,2.7777777777777777
Europe,1959,p2,6.111111111111111
Europe,1959,p3,4.222222222222222
Europe,1959,p4,2.111111111111111
Europe,1959,p5,1.4444444444444442
Europe,1959,p6,2.5555555555555554
Europe,1960,p1,4.75
Europe,1960,p2,3.25
Europe,1960,p3,1.5
Europe,1960,p4,4.5
Europe,1960,p5,2.25
Europe,1960,p6,2.125
Europe,1961,p1,3.2222222222222223
Europe,1961,p2,3.111111111111111
Europe,1961,p3,2.5555555555555554
Europe,1961,p4,2.6666666666666665
Europe,1961,p5,3
Europe,1961,p6,1.8888888888888888
Europe,1962,p1,5.375
Europe,1962,p2,4.4375
Europe,1962,p3,4.6875
Europe,1962,p4,3.875
Europe,1962,p5,4
Europe,1962,p6,2
Europe,1963,p1,3.5
Europe,1963,p2,3.25
Europe,1963,p3,1.9375
Europe,1963,p4,1.375
Europe,1963,p5,2.375
Europe,1963,p6,6.0625
Europe,1964,p1,5.125
Europe,1964,p2,3.0625
Europe,1964,p3,5
Europe,1964,p4,2.25
Europe,1964,p5,3.4375
Europe,1964,p6,5.625
Europe,1965,p1,2.9107142857142865
Europe,1965,p2,2.5892857142857135
Europe,1965,p3,3.75
Europe,1965,p4,4.2142857142857135
Europe,1965,p5,3.857142857142859
Europe,1965,p6,2.25
Europe,1966,p1,5.142857142857143
Europe,1966,p2,5.761904761904762
Europe,1966,p3,4
Europe,1966,p4,4.619047619047619
Europe,1966,p5,4.428571428571429
Europe,1966,p6,7.142857142857143
Europe,1967,p1,3.5294117647058822
Europe,1967,p2,3.7941176470588243
Europe,1967,p3,2.911764705882352
Europe,1967,p4,4.088235294117647
Europe,1967,p5,3.2647058823529407
Europe,1967,p6,4.794117647058824
Europe,1968,p1,4.402985074626866
Europe,1968,p2,5.970149253731344
Europe,1968,p3,4.029850746268656
Europe,1968,p4,3.6268656716417906
Europe,1968,p5,4.671641791044776
Europe,1968,p6,5.268656716417912
Europe,1969,p1,2.3522727272727275
Europe,1969,p2,4.170454545454545
Europe,1969,p3,4.113636363636366
Europe,1969,p4,2.0454545454545445
Europe,1969,p5,3.7727272727272756
Europe,1969,p6,2.284090909090911
Europe,1970,p1,3.3939393939393936
Europe,1970,p2,5.878787878787879
Europe,1970,p3,1.121212121212121
Europe,1970,p4,4.878787878787879
Europe,1970,p5,3.212121212121213
Europe,1970,p6,2.0606060606060597
Europe,1971,p1,2.4074074074074074
Europe,1971,p2,1.962962962962963
Europe,1971,p3,0.8148148148148147
Europe,1971,p4,2.592592592592593
Europe,1971,p5,1.4444444444444444
Europe,1971,p6,0.5185185185185185
Europe,1972,p1,2.8666666666666663
Europe,1972,p2,3.533333333333334
Europe,1972,p3,1.8666666666666663
Europe,1972,p4,4.7
Europe,1972,p5,2.400000000000001
Europe,1972,p6,3.4666666666666655
Europe,1973,p1,2.385416666666668
Europe,1973,p2,2.6041666666666674
Europe,1973,p3,4.166666666666665
Europe,1973,p4,3.8229166666666674
Europe,1973,p5,3.239583333333332
Europe,1973,p6,1.0104166666666679
Europe,1974,p1,4.645833333333333
Europe,1974,p2,3.78125
Europe,1974,p3,2.8125
Europe,1974,p4,5.3125
Europe,1974,p5,3.03125
Europe,1974,p6,2.53125
Europe,1975,p1,4.729166666666668
Europe,1975,p2,3.7604166666666647
Europe,1975,p3,3.90625
Europe,1975,p4,3.2916666666666683
Europe,1975,p5,2.5625
Europe,1975,p6,2.625
Europe,1976,p1,2.451923076923075
Europe,1976,p2,1.7115384615384623
Europe,1976,p3,2.9038461538461524
Europe,1976,p4,3.5961538461538463
Europe,1976,p5,0.7019230769230764
Europe,1976,p6,4.673076923076926
Europe,1977,p1,5.147058823529412
Europe,1977,p2,2.7941176470588243
Europe,1977,p3,3.147058823529411
Europe,1977,p4,2.970588235294118
Europe,1977,p5,3.1470588235294112
Europe,1977,p6,2.61764705882353
Europe,1978,p1,4.224999999999999
Europe,1978,p2,2.2249999999999996
Europe,1978,p3,2.7999999999999994
Europe,1978,p4,3.9500000000000006
Europe,1978,p5,5
Europe,1978,p6,0.8250000000000004
Europe,1979,p1,1.4793388429752043
Europe,1979,p2,2.9256198347107434
Europe,1979,p3,3.7851239669421464
Europe,1979,p4,4.454545454545455
Europe,1979,p5,2.884297520661154
Europe,1979,p6,3.7107438016528898
Europe,1981,p1,5.545454545454545
Europe,1981,p2,6.575757575757576
Europe,1981,p3,5.1515151515151505
Europe,1981,p4,6.2727272727272725
Europe,1981,p5,6.515151515151516
Europe,1981,p6,6.393939393939394
Europe,1982,p1,5.2333333333333325
Europe,1982,p2,1.0999999999999996
Europe,1982,p3,3.6166666666666663
Europe,1982,p4,4.75
Europe,1982,p5,6.25
Europe,1982,p6,3.1166666666666663
Europe,1983,p1,4.037037037037036
Europe,1983,p2,2.8888888888888884
Europe,1983,p3,3.6666666666666665
Europe,1983,p4,3.703703703703704
Europe,1983,p5,2.2222222222222228
Europe,1983,p6,2.1111111111111116
Europe,1984,p1,4.57272727272727
Europe,1984,p2,3.0545454545454507
Europe,1984,p3,1.590909090909089
Europe,1984,p4,4.709090909090912
Europe,1984,p5,2.6090909090909085
Europe,1984,p6,1.3272727272727267
Europe,1985,p1,3.7964601769911535
Europe,1985,p2,3.734513274336286
Europe,1985,p3,0.6902654867256632
Europe,1985,p4,2.4336283185840717
Europe,1985,p5,1.9823008849557533
Europe,1985,p6,2.2212389380531006
Europe,1986,p1,3.486238532110091
Europe,1986,p2,3.926605504587154
Europe,1986,p3,0.7431192660550453
Europe,1986,p4,3.3394495412844005
Europe,1986,p5,4.458715596330272
Europe,1986,p6,2.119266055045873
Europe,1987,p1,4.254385964912285
Europe,1987,p2,4.833333333333335
Europe,1987,p3,2.8333333333333344
Europe,1987,p4,4.2807017543859684
Europe,1987,p5,4.807017543859652
Europe,1987,p6,2.0964912280701737
Europe,1988,p1,4.114754098360652
Europe,1988,p2,3.573770491803281
Europe,1988,p3,1.959016393442622
Europe,1988,p4,2.2213114754098378
Europe,1988,p5,3.3442622950819705
Europe,1988,p6,0.5409836065573779
Europe,1989,p1,3.404580152671756
Europe,1989,p2,4.160305343511448
Europe,1989,p3,1.3587786259541965
Europe,1989,p4,4.152671755725188
Europe,1989,p5,4.114503816793889
Europe,1989,p6,2.6106870229007617
Europe,1990,p1,2.731707317073169
Europe,1990,p2,4.252032520325205
Europe,1990,p3,2.219512195121952
Europe,1990,p4,3.0569105691056904
Europe,1990,p5,4.58536585365854
Europe,1990,p6,1.6097560975609762
Europe,1991,p1,3.514492753623189
Europe,1991,p2,4.369565217391299
Europe,1991,p3,2.7028985507246355
Europe,1991,p4,3.391304347826083
Europe,1991,p5,3.8840579710144882
Europe,1991,p6,2.1086956521739166
Europe,1992,p1,3.6948051948051983
Europe,1992,p2,2.8311688311688337
Europe,1992,p3,2.0714285714285734
Europe,1992,p4,3.214285714285718
Europe,1992,p5,0.7012987012986999
Europe,1992,p6,2.305194805194808
Europe,1993,p1,1.9297297297297302
Europe,1993,p2,1.594594594594593
Europe,1993,p3,1.3837837837837839
Europe,1993,p4,2.2324324324324323
Europe,1993,p5,3.6756756756756745
Europe,1993,p6,2.0054054054054014
Europe,1994,p1,2.30051813471503
Europe,1994,p2,4.455958549222796
Europe,1994,p3,3.829015544041448
Europe,1994,p4,2.9844559585492223
Europe,1994,p5,3.077720207253883
Europe,1994,p6,2.1450777202072575
Europe,1995,p1,4.917475728155335
Europe,1995,p2,1.2378640776699028
Europe,1995,p3,3.058252427184463
Europe,1995,p4,4.7330097087378675
Europe,1995,p5,3.038834951456305
Europe,1995,p6,1.0388349514563122
Europe,1996,p1,3.3413461538461493
Europe,1996,p2,1.6153846153846172
Europe,1996,p3,2.4951923076923026
Europe,1996,p4,2.153846153846149
Europe,1996,p5,0.5336538461538457
Europe,1996,p6,2.302884615384617
Europe,1997,p1,2.710784313725485
Europe,1997,p2,3.6470588235294077
Europe,1997,p3,1.9705882352941193
Europe,1997,p4,4.1715686274509745
Europe,1997,p5,3.4019607843137227
Europe,1997,p6,0.8382352941176453
Europe,1998,p1,3.029126213592231
Europe,1998,p2,2.718446601941754
Europe,1998,p3,1.699029126213593
Europe,1998,p4,3.199029126213595
Europe,1998,p5,2.85922330097087
Europe,1998,p6,0.621359223300971
Europe,1999,p1,4.4299065420560755
Europe,1999,p2,1.5654205607476603
Europe,1999,p3,1.7383177570093462
Europe,1999,p4,2.6214953271028016
Europe,1999,p5,1.7102803738317731
Europe,1999,p6,1.2476635514018677
Europe,2000,p1,3.782407407407401
Europe,2000,p2,2.4537037037037055
Europe,2000,p3,0.5092592592592591
Europe,2000,p4,3.1388888888888915
Europe,2000,p5,1.310185185185182
Europe,2000,p6,1.0787037037037004
Europe,2001,p1,3.1296296296296355
Europe,2001,p2,1.0138888888888913
Europe,2001,p3,0.8472222222222224
Europe,2001,p4,2.9629629629629637
Europe,2001,p5,2.3703703703703733
Europe,2001,p6,0.625
Europe,2002,p1,3.69266055045871
Europe,2002,p2,2.977064220183492
Europe,2002,p3,0.44036697247706347
Europe,2002,p4,3.903669724770638
Europe,2002,p5,1.963302752293582
Europe,2002,p6,0.3486238532110091
Europe,2003,p1,3.7534883720930288
Europe,2003,p2,2.0744186046511666
Europe,2003,p3,0.33023255813953467
Europe,2003,p4,4.106976744186041
Europe,2003,p5,1.2558139534883732
Europe,2003,p6,0.3860465116279054
Europe,2004,p1,4.438356164383568
Europe,2004,p2,2.584474885844754
Europe,2004,p3,0.9680365296803635
Europe,2004,p4,4.05022831050228
Europe,2004,p5,2.2511415525114122
Europe,2004,p6,0.9863013698630133
Europe,2005,p1,2.8190045248868776
Europe,2005,p2,3.2398190045248847
Europe,2005,p3,0.7511312217194551
Europe,2005,p4,3.864253393665155
Europe,2005,p5,2.20361990950226
Europe,2005,p6,1.2941176470588216
Europe,2006,p1,5.981735159817353
Europe,2006,p2,1.8630136986301342
Europe,2006,p3,0.48858447488584317
Europe,2006,p4,5.1095890410958935
Europe,2006,p5,1.2191780821917846
Europe,2006,p6,0.18264840182648442
Europe,2007,p1,3.8125
Europe,2007,p2,2.0625
Europe,2007,p3,0.2901785714285709
Europe,2007,p4,5.8392857142857135
Europe,2007,p5,1.7767857142857126
Europe,2007,p6,0.20535714285714315
Europe,2008,p1,5.0222222222222275
Europe,2008,p2,2.09777777777778
Europe,2008,p3,0.5955555555555581
Europe,2008,p4,4.586666666666662
Europe,2008,p5,1.9422222222222185
Europe,2008,p6,0.2666666666666672
Europe,2009,p1,5.521929824561408
Europe,2009,p2,3.614035087719304
Europe,2009,p3,0.8333333333333357
Europe,2009,p4,2.6754385964912246
Europe,2009,p5,2.5043859649122866
Europe,2009,p6,0.1052631578947371
Europe,2010,p1,5.656108597285067
Europe,2010,p2,1.8325791855203644
Europe,2010,p3,0.32126696832579094
Europe,2010,p4,5.018099547511305
Europe,2010,p5,1.176470588235294
Europe,2010,p6,0.37556561085972745
Europe,2011,p1,5.510729613733909
Europe,2011,p2,0.7811158798283282
Europe,2011,p3,0.7939914163090134
Europe,2011,p4,4.347639484978544
Europe,2011,p5,2.974248927038632
Europe,2011,p6,0.20171673819742486
Europe,2012,p1,5.433035714285713
Europe,2012,p2,2.3482142857142896
Europe,2012,p3,0.3392857142857136
Europe,2012,p4,3.78125
Europe,2012,p5,1.1875
Europe,2012,p6,0.1875
Europe,2013,p1,3.896396396396396
Europe,2013,p2,2.459459459459465
Europe,2013,p3,0.5180180180180192
Europe,2013,p4,5.12612612612612
Europe,2013,p5,2.0495495495495546
Europe,2013,p6,0.11711711711711706
Europe,2014,p1,5.864864864864862
Europe,2014,p2,3.2882882882882827
Europe,2014,p3,0.27927927927927904
Europe,2014,p4,5.414414414414418
Europe,2014,p5,1.693693693693697
Europe,2014,p6,0.22522522522522492
Europe,2015,p1,4.697368421052634
Europe,2015,p2,1.1578947368421033
Europe,2015,p3,0.5
Europe,2015,p4,4.381578947368423
Europe,2015,p5,1.32017543859649
Europe,2015,p6,0.24122807017543882
Europe,2016,p1,5.381578947368424
Europe,2016,p2,1.8771929824561435
Europe,2016,p3,0.11403508771929846
Europe,2016,p4,5.285087719298245
Europe,2016,p5,1.438596491228068
Europe,2016,p6,0.565789473684211
Europe,2017,p1,6.564102564102566
Europe,2017,p2,2.418803418803421
Europe,2017,p3,0.042735042735042854
Europe,2017,p4,4.867521367521371
Europe,2017,p5,1.0811965811965827
Europe,2017,p6,0.1581196581196577
Europe,2018,p1,4.995594713656396
Europe,2018,p2,3.004405286343604
Europe,2018,p3,0.22026431718061648
Europe,2018,p4,4.585903083700446
Europe,2018,p5,2.9471365638766502
Europe,2018,p6,0.5286343612334812
Europe,2019,p1,5.669527896995712
Europe,2019,p2,2.2532188841201704
Europe,2019,p3,0.5450643776824029
Europe,2019,p4,4.004291845493566
Europe,2019,p5,4.154506437768237
Europe,2019,p6,0.26609442060085875
Europe,2020,p1,5.673913043478264
Europe,2020,p2,2.3478260869565184
Europe,2020,p3,0.9304347826086939
Europe,2020,p4,4.813043478260866
Europe,2020,p5,3.2521739130434875
Europe,2020,p6,0.308695652173914
Europe,2021,p1,4.868421052631574
Europe,2021,p2,0.42543859649122917
Europe,2021,p3,0.21052631578947417
Europe,2021,p4,3.7543859649122866
Europe,2021,p5,2.561403508771934
Europe,2021,p6,0.34210526315789336
Europe,2022,p1,6.241379310344829
Europe,2022,p2,4.862068965517244
Europe,2022,p3,0.6724137931034508
Europe,2022,p4,5.508620689655171
Europe,2022,p5,3.508620689655171
Europe,2022,p6,0.6034482758620675
Europe,2023,p1,6.367965367965368
Europe,2023,p2,3.1774891774891767
Europe,2023,p3,0.9437229437229419
Europe,2023,p4,5.160173160173154
Europe,2023,p5,2.8484848484848517
Europe,2023,p6,0.16017316017316077
Europe,2024,p1,6.202643171806165
Europe,2024,p2,2.5638766519823757
Europe,2024,p3,0.44052863436123213
Europe,2024,p4,5.273127753303967
Europe,2024,p5,2.8370044052863492
Europe,2024,p6,0.30837004405286284
North America,1971,p1,NA
North America,1971,p2,NA
North America,1971,p3,NA
North America,1971,p4,NA
North America,1971,p5,NA
North America,1971,p6,NA
North America,1972,p1,NA
North America,1972,p2,NA
North America,1972,p3,NA
North America,1972,p4,NA
North America,1972,p5,NA
North America,1972,p6,NA
North America,1973,p1,1.8
North America,1973,p2,1.2
North America,1973,p3,0.6
North America,1973,p4,2.2
North America,1973,p5,2.6
North America,1973,p6,0
North America,1974,p1,4.133333333333334
North America,1974,p2,2.533333333333333
North America,1974,p3,1.8666666666666663
North America,1974,p4,4.2
North America,1974,p5,3.466666666666667
North America,1974,p6,4.333333333333334
North America,1975,p1,5.375
North America,1975,p2,6.5
North America,1975,p3,4.625
North America,1975,p4,5.25
North America,1975,p5,4.25
North America,1975,p6,4.875
North America,1976,p1,2.2727272727272725
North America,1976,p2,1.6363636363636362
North America,1976,p3,3.8181818181818183
North America,1976,p4,4.090909090909092
North America,1976,p5,2.363636363636364
North America,1976,p6,4.363636363636363
North America,1977,p1,6
North America,1977,p2,6
North America,1977,p3,7
North America,1977,p4,6
North America,1977,p5,7
North America,1977,p6,8
North America,1978,p1,5.5
North America,1978,p2,4.5
North America,1978,p3,5.875
North America,1978,p4,4.875
North America,1978,p5,6
North America,1978,p6,1.375
North America,1979,p1,1.1666666666666665
North America,1979,p2,3.833333333333333
North America,1979,p3,3.166666666666667
North America,1979,p4,3.166666666666667
North America,1979,p5,4.75
North America,1979,p6,3.416666666666667
North America,1981,p1,4.833333333333334
North America,1981,p2,5.666666666666667
North America,1981,p3,5.083333333333334
North America,1981,p4,6.333333333333333
North America,1981,p5,5.833333333333334
North America,1981,p6,7
North America,1982,p1,4.833333333333333
North America,1982,p2,1.4166666666666665
North America,1982,p3,3.333333333333333
North America,1982,p4,3.75
North America,1982,p5,5.333333333333333
North America,1982,p6,2.833333333333333
North America,1983,p1,2.666666666666667
North America,1983,p2,3.1666666666666665
North America,1983,p3,2.833333333333333
North America,1983,p4,5.166666666666667
North America,1983,p5,0.8333333333333333
North America,1983,p6,2.333333333333333
North America,1984,p1,5.055555555555555
North America,1984,p2,4.444444444444445
North America,1984,p3,2.055555555555555
North America,1984,p4,3.833333333333333
North America,1984,p5,2.4444444444444446
North America,1984,p6,1.3333333333333333
North America,1985,p1,4.944444444444445
North America,1985,p2,5
North America,1985,p3,2
North America,1985,p4,3.0555555555555554
North America,1985,p5,2.166666666666667
North America,1985,p6,2.7777777777777772
North America,1986,p1,4.611111111111111
North America,1986,p2,3.7222222222222228
North America,1986,p3,1.2222222222222223
North America,1986,p4,4
North America,1986,p5,3.9444444444444446
North America,1986,p6,2.8333333333333335
North America,1987,p1,2.3714285714285706
North America,1987,p2,3.342857142857144
North America,1987,p3,1.4000000000000006
North America,1987,p4,2.228571428571429
North America,1987,p5,3.1142857142857143
North America,1987,p6,1.228571428571429
North America,1988,p1,4.125
North America,1988,p2,2.4583333333333335
North America,1988,p3,1.916666666666667
North America,1988,p4,2.1666666666666665
North America,1988,p5,3.125
North America,1988,p6,0.875
North America,1989,p1,3.25
North America,1989,p2,3.9166666666666665
North America,1989,p3,1.0833333333333333
North America,1989,p4,3.833333333333334
North America,1989,p5,4.791666666666666
North America,1989,p6,3.041666666666666
North America,1990,p1,3.875
North America,1990,p2,3.208333333333334
North America,1990,p3,2.041666666666667
North America,1990,p4,3.416666666666666
North America,1990,p5,4.416666666666666
North America,1990,p6,1.75
North America,1991,p1,4.25
North America,1991,p2,4.5357142857142865
North America,1991,p3,2.3214285714285716
North America,1991,p4,3.4285714285714293
North America,1991,p5,4.5
North America,1991,p6,1.6071428571428568
North America,1992,p1,2.666666666666667
North America,1992,p2,2.6666666666666665
North America,1992,p3,1.8148148148148142
North America,1992,p4,3.4074074074074066
North America,1992,p5,0.5925925925925928
North America,1992,p6,2.2222222222222228
North America,1993,p1,2.1333333333333337
North America,1993,p2,2.6333333333333337
North America,1993,p3,0.8333333333333331
North America,1993,p4,1.8333333333333333
North America,1993,p5,3.2999999999999994
North America,1993,p6,1.7333333333333327
North America,1994,p1,2.88
North America,1994,p2,5.119999999999999
North America,1994,p3,3.4799999999999995
North America,1994,p4,3.2799999999999994
North America,1994,p5,3.0400000000000005
North America,1994,p6,2.16
North America,1995,p1,4.7857142857142865
North America,1995,p2,0.7142857142857146
North America,1995,p3,2.821428571428571
North America,1995,p4,3.9285714285714284
North America,1995,p5,3.071428571428571
North America,1995,p6,1.285714285714286
North America,1996,p1,3.7999999999999994
North America,1996,p2,2.0400000000000005
North America,1996,p3,2.84
North America,1996,p4,2.5600000000000005
North America,1996,p5,0.5599999999999998
North America,1996,p6,3.0400000000000005
North America,1997,p1,1.9761904761904774
North America,1997,p2,2.952380952380954
North America,1997,p3,1.0952380952380956
North America,1997,p4,3.4047619047619047
North America,1997,p5,3
North America,1997,p6,0.6666666666666667
North America,1998,p1,3.7600000000000007
North America,1998,p2,2.919999999999999
North America,1998,p3,2.2399999999999993
North America,1998,p4,3.7600000000000007
North America,1998,p5,2.84
North America,1998,p6,1.1199999999999994
North America,1999,p1,3.7222222222222228
North America,1999,p2,1.4166666666666663
North America,1999,p3,1.4444444444444442
North America,1999,p4,2.1111111111111116
North America,1999,p5,1.6388888888888884
North America,1999,p6,0.9444444444444442
North America,2000,p1,3.4761904761904776
North America,2000,p2,2.309523809523809
North America,2000,p3,0.8571428571428569
North America,2000,p4,2.9285714285714275
North America,2000,p5,1.4761904761904772
North America,2000,p6,0.6428571428571431
North America,2001,p1,4.3939393939393945
North America,2001,p2,1.575757575757576
North America,2001,p3,1.3333333333333337
North America,2001,p4,3.8484848484848486
North America,2001,p5,2.757575757575758
North America,2001,p6,1
North America,2002,p1,2.974358974358973
North America,2002,p2,2.974358974358973
North America,2002,p3,0.58974358974359
North America,2002,p4,3
North America,2002,p5,2.3846153846153846
North America,2002,p6,0.9230769230769229
North America,2003,p1,3.8928571428571423
North America,2003,p2,2.9642857142857135
North America,2003,p3,1.1428571428571432
North America,2003,p4,5.2857142857142865
North America,2003,p5,1.8928571428571432
North America,2003,p6,0.5714285714285716
North America,2004,p1,4.620689655172415
North America,2004,p2,3.448275862068966
North America,2004,p3,1.7586206896551724
North America,2004,p4,4.137931034482759
North America,2004,p5,2.6551724137931036
North America,2004,p6,1.6206896551724144
North America,2005,p1,1.8163265306122456
North America,2005,p2,2.795918367346937
North America,2005,p3,0.8979591836734697
North America,2005,p4,3.2857142857142865
North America,2005,p5,1.9183673469387765
North America,2005,p6,1.1020408163265316
North America,2006,p1,4.846153846153846
North America,2006,p2,2.35897435897436
North America,2006,p3,0.4102564102564101
North America,2006,p4,4.435897435897434
North America,2006,p5,1.1538461538461542
North America,2006,p6,0.1025641025641025
North America,2007,p1,2.4864864864864873
North America,2007,p2,2.9729729729729724
North America,2007,p3,0.21621621621621628
North America,2007,p4,5.8108108108108105
North America,2007,p5,1.1081081081081077
North America,2007,p6,0.1351351351351352
North America,2008,p1,5.295454545454545
North America,2008,p2,2.045454545454545
North America,2008,p3,0.6363636363636361
North America,2008,p4,3.4318181818181834
North America,2008,p5,2
North America,2008,p6,0.34090909090909066
North America,2009,p1,3.9782608695652164
North America,2009,p2,3.4782608695652164
North America,2009,p3,0.7826086956521733
North America,2009,p4,2.4565217391304337
North America,2009,p5,1.9130434782608705
North America,2009,p6,0.06521739130434785
North America,2010,p1,5.416666666666666
North America,2010,p2,2.88888888888889
North America,2010,p3,0.6388888888888885
North America,2010,p4,5.4444444444444455
North America,2010,p5,1.6666666666666663
North America,2010,p6,0.5277777777777775
North America,2011,p1,4.73170731707317
North America,2011,p2,0.6341463414634144
North America,2011,p3,1.1707317073170729
North America,2011,p4,4.195121951219512
North America,2011,p5,3.317073170731706
North America,2011,p6,0.2439024390243901
North America,2012,p1,5.727272727272728
North America,2012,p2,2.4545454545454555
North America,2012,p3,0.954545454545455
North America,2012,p4,3.681818181818183
North America,2012,p5,1.7272727272727277
North America,2012,p6,0.7272727272727276
North America,2013,p1,3.266666666666667
North America,2013,p2,2.1333333333333337
North America,2013,p3,0.46666666666666673
North America,2013,p4,5.48888888888889
North America,2013,p5,2.288888888888888
North America,2013,p6,0.7333333333333331
North America,2014,p1,5.515151515151516
North America,2014,p2,3.818181818181817
North America,2014,p3,0.9393939393939398
North America,2014,p4,5.303030303030302
North America,2014,p5,2.1515151515151514
North America,2014,p6,0.8484848484848488
North America,2015,p1,4.095238095238095
North America,2015,p2,1.690476190476191
North America,2015,p3,1.0952380952380956
North America,2015,p4,4.976190476190477
North America,2015,p5,1.7380952380952388
North America,2015,p6,0.6904761904761908
North America,2016,p1,5.55813953488372
North America,2016,p2,2.511627906976745
North America,2016,p3,0.6976744186046507
North America,2016,p4,4.348837209302326
North America,2016,p5,1.8372093023255804
North America,2016,p6,1.8604651162790697
North America,2017,p1,5.913043478260871
North America,2017,p2,1.7826086956521752
North America,2017,p3,0
North America,2017,p4,5.173913043478262
North America,2017,p5,0.6739130434782604
North America,2017,p6,0.43478260869565205
North America,2018,p1,4.727272727272728
North America,2018,p2,2.5
North America,2018,p3,0.34090909090909066
North America,2018,p4,4.068181818181817
North America,2018,p5,2.90909090909091
North America,2018,p6,1.045454545454545
North America,2019,p1,4.370370370370373
North America,2019,p2,1.759259259259259
North America,2019,p3,0.5740740740740745
North America,2019,p4,2.5
North America,2019,p5,2.833333333333332
North America,2019,p6,0.6851851851851845
North America,2020,p1,4.293103448275863
North America,2020,p2,1.6724137931034497
North America,2020,p3,0.8103448275862073
North America,2020,p4,3.0344827586206904
North America,2020,p5,1.6206896551724144
North America,2020,p6,0.1896551724137932
North America,2021,p1,3.8518518518518516
North America,2021,p2,0.18518518518518523
North America,2021,p3,0.44444444444444425
North America,2021,p4,3.7962962962962976
North America,2021,p5,1.759259259259259
North America,2021,p6,0.7962962962962957
North America,2022,p1,5.104166666666668
North America,2022,p2,3.375
North America,2022,p3,0.75
North America,2022,p4,4.625
North America,2022,p5,2.875
North America,2022,p6,1.0208333333333337
North America,2023,p1,5.306122448979591
North America,2023,p2,2.693877551020409
North America,2023,p3,1.8163265306122456
North America,2023,p4,3.693877551020409
North America,2023,p5,2.1836734693877546
North America,2023,p6,0.5306122448979591
North America,2024,p1,5.199999999999999
North America,2024,p2,1.6999999999999988
North America,2024,p3,0.62
North America,2024,p4,4.479999999999999
North America,2024,p5,2.239999999999999
North America,2024,p6,0.56
South America,1979,p1,1
South America,1979,p2,0.4
South America,1979,p3,0
South America,1979,p4,0.4
South America,1979,p5,1
South America,1979,p6,1
South America,1981,p1,7
South America,1981,p2,7
South America,1981,p3,7
South America,1981,p4,7
South America,1981,p5,7
South America,1981,p6,7
